,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated: efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended by simulations for maintenance (before thr),Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity,weights_initialised_as,cache_algorithm,max_size_of_transient_memory,maintenance_cost_of_transient_memory,Optimal threshold,Decay rate of transient memory,number of consolidations,mean consolidation size
81,0.581195592880249,5,0,2,250,250,1000,1,1,15,7006.239,23852.0,16845.761,0.0,23852.0,13052.0,0.0,200800.0,13052.0,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.019000919399325775
83,0.5012757778167725,5,2,2,250,250,1000,1,1,13,7006.239,21160.0,14153.761,0.0,21160.0,11044.0,0.0,166664.0,11044.0,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,0.026801883375588555
85,0.45226430892944336,5,4,2,250,250,1000,1,1,12,7006.239,22140.0,15133.761,0.0,22140.0,10040.0,0.0,184736.0,10040.0,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.054183266932270914
82,0.7303276062011719,5,1,2,250,250,1000,1,1,19,7006.239,29944.0,22937.761,0.0,29944.0,17068.0,0.0,233430.0,17068.0,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,0.06890086711975626
84,0.6653125286102295,5,3,2,250,250,1000,1,1,17,7006.239,26924.0,19917.761,0.0,26924.0,15060.0,0.0,215358.0,15060.0,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.03559096945551129
87,0.6433072090148926,5,6,2,250,250,1000,1,1,16,7006.239,24928.0,17921.761,0.0,24928.0,14056.0,0.0,188250.0,14056.0,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,0.00910643141718839
90,0.6202373504638672,5,9,2,250,250,1000,1,1,14,7006.239,24424.0,17417.761,0.0,24424.0,12048.0,0.0,189756.0,12048.0,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.01195219123505976
88,0.8993639945983887,5,7,2,250,250,1000,1,1,18,7006.239,27928.0,20921.761,0.0,27928.0,16064.0,0.0,219374.0,16064.0,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.018924302788844622
89,0.970381498336792,5,8,2,250,250,1000,1,1,22,7006.239,35920.0,28913.761,0.0,35920.0,20080.0,0.0,301200.0,20080.0,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.11633466135458168
92,0.7951788902282715,5,11,2,250,250,1000,1,1,16,7006.239,26760.0,19753.761,0.0,26760.0,14056.0,0.0,214856.0,14056.0,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.00910643141718839
86,1.291452407836914,5,5,2,250,250,1000,1,1,30,7006.239,43632.0,36625.761,0.0,43632.0,28112.0,0.0,327806.0,28112.0,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,0.04154809334092203
93,0.9243474006652832,5,12,2,250,250,1000,1,1,19,7006.239,33104.0,26097.761,0.0,33104.0,17068.0,0.0,288650.0,17068.0,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.06796344035622218
91,0.9954383373260498,5,10,2,250,250,1000,1,1,22,7006.239,32468.0,25461.761,0.0,32468.0,20080.0,0.0,244976.0,20080.0,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,0.05737051792828685
95,0.8878219127655029,5,14,2,250,250,1000,1,1,20,7006.239,29240.0,22233.761,0.0,29240.0,18072.0,0.0,210840.0,18072.0,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.04161133244798584
94,1.0499305725097656,5,13,2,250,250,1000,1,1,21,7006.239,30172.0,23165.761,0.0,30172.0,19076.0,0.0,225398.0,19076.0,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.009645628014258754
96,0.7858712673187256,5,15,2,250,250,1000,1,1,18,7006.239,27580.0,20573.761,0.0,27580.0,16064.0,0.0,210840.0,16064.0,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,0.052788844621513946
99,0.507810115814209,5,18,2,250,250,1000,1,1,12,7006.239,20644.0,13637.761,0.0,20644.0,10040.0,0.0,170680.0,10040.0,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,0.07330677290836653
100,0.48180270195007324,5,19,2,250,250,1000,1,1,12,7006.239,21248.0,14241.761,0.0,21248.0,10040.0,0.0,187748.0,10040.0,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.062151394422310755
97,0.7738683223724365,5,16,2,250,250,1000,1,1,18,7006.239,29820.0,22813.761,0.0,29820.0,16064.0,0.0,248992.0,16064.0,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.026892430278884463
98,0.742861270904541,5,17,2,250,250,1000,1,1,18,7006.239,28412.0,21405.761,0.0,28412.0,16064.0,0.0,230920.0,16064.0,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,1.3455042016806722,1,1.517509374001422,0.002,3,-0.03187250996015936
101,0.6196191310882568,6,0,2,250,250,1000,1,1,15,7006.239,23852.0,16845.761,0.0,23852.0,13052.0,0.0,200800.0,13052.0,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.019000919399325775
103,0.5114092826843262,6,2,2,250,250,1000,1,1,13,7006.239,21160.0,14153.761,0.0,21160.0,11044.0,0.0,166664.0,11044.0,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,0.026801883375588555
102,0.7720272541046143,6,1,2,250,250,1000,1,1,19,7006.239,29944.0,22937.761,0.0,29944.0,17068.0,0.0,233430.0,17068.0,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,0.06890086711975626
105,0.47648096084594727,6,4,2,250,250,1000,1,1,12,7006.239,22140.0,15133.761,0.0,22140.0,10040.0,0.0,184736.0,10040.0,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.054183266932270914
104,0.6877570152282715,6,3,2,250,250,1000,1,1,17,7006.239,26924.0,19917.761,0.0,26924.0,15060.0,0.0,215358.0,15060.0,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.03559096945551129
107,0.6357872486114502,6,6,2,250,250,1000,1,1,16,7006.239,24928.0,17921.761,0.0,24928.0,14056.0,0.0,188250.0,14056.0,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,0.00910643141718839
110,0.5279238224029541,6,9,2,250,250,1000,1,1,14,7006.239,24424.0,17417.761,0.0,24424.0,12048.0,0.0,189756.0,12048.0,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.01195219123505976
108,0.698127269744873,6,7,2,250,250,1000,1,1,18,7006.239,27928.0,20921.761,0.0,27928.0,16064.0,0.0,219374.0,16064.0,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.018924302788844622
109,0.8365890979766846,6,8,2,250,250,1000,1,1,22,7006.239,35920.0,28913.761,0.0,35920.0,20080.0,0.0,301200.0,20080.0,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.11633466135458168
112,0.6141643524169922,6,11,2,250,250,1000,1,1,16,7006.239,26760.0,19753.761,0.0,26760.0,14056.0,0.0,214856.0,14056.0,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.00910643141718839
111,0.7843194007873535,6,10,2,250,250,1000,1,1,22,7006.239,32468.0,25461.761,0.0,32468.0,20080.0,0.0,244976.0,20080.0,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,0.05737051792828685
113,0.7003006935119629,6,12,2,250,250,1000,1,1,19,7006.239,33104.0,26097.761,0.0,33104.0,17068.0,0.0,288650.0,17068.0,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.06796344035622218
106,1.1858634948730469,6,5,2,250,250,1000,1,1,30,7006.239,43632.0,36625.761,0.0,43632.0,28112.0,0.0,327806.0,28112.0,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,0.04154809334092203
114,0.7824740409851074,6,13,2,250,250,1000,1,1,21,7006.239,30172.0,23165.761,0.0,30172.0,19076.0,0.0,225398.0,19076.0,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.009645628014258754
115,0.7745048999786377,6,14,2,250,250,1000,1,1,20,7006.239,29240.0,22233.761,0.0,29240.0,18072.0,0.0,210840.0,18072.0,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.04161133244798584
119,0.43170976638793945,6,18,2,250,250,1000,1,1,12,7006.239,20644.0,13637.761,0.0,20644.0,10040.0,0.0,170680.0,10040.0,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,0.07330677290836653
116,0.7042007446289062,6,15,2,250,250,1000,1,1,18,7006.239,27580.0,20573.761,0.0,27580.0,16064.0,0.0,210840.0,16064.0,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,0.052788844621513946
117,0.7022004127502441,6,16,2,250,250,1000,1,1,18,7006.239,29820.0,22813.761,0.0,29820.0,16064.0,0.0,248992.0,16064.0,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.026892430278884463
120,0.45560431480407715,6,19,2,250,250,1000,1,1,12,7006.239,21248.0,14241.761,0.0,21248.0,10040.0,0.0,187748.0,10040.0,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.062151394422310755
122,0.4747021198272705,7,1,2,250,250,1000,1,1,13,7006.239,29759.224,22752.985,0.0,29759.224,12041.992,3010.996,111210.14802384377,15052.988,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.038015941108829915
121,0.5417168140411377,7,0,2,250,250,1000,1,1,15,7006.239,28896.68,21890.441,0.0,28896.68,12288.152,5020.0,97992.98406457901,17308.152,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.13397247259093215
118,0.7059500217437744,6,17,2,250,250,1000,1,1,18,7006.239,28412.0,21405.761,0.0,28412.0,16064.0,0.0,230920.0,16064.0,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,1.6816302521008404,1,1.517509374001422,0.002,3,-0.03187250996015936
123,0.4996030330657959,7,2,2,250,250,1000,1,1,13,7006.239,24296.224,17289.985,0.0,24296.224,10736.28,2008.0,81942.07602477074,12744.28,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.09163905651079685
125,0.4417448043823242,7,4,2,250,250,1000,1,1,12,7006.239,24324.304,17318.065,0.0,24324.304,9920.0,1506.0,90752.41202044487,11426.0,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.11612903225806452
124,0.6791057586669922,7,3,2,250,250,1000,1,1,18,7006.239,34308.664,27302.425,0.0,34308.664,15848.008,5020.0,107635.08006334305,20868.008,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,0.005158608095235396
127,0.6631526947021484,7,6,2,250,250,1000,1,1,18,7006.239,33751.384,26745.145,0.0,33751.384,15522.112,6524.996,94778.7000682354,22047.108,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,0.13372623882493195
128,0.6881270408630371,7,7,2,250,250,1000,1,1,18,7006.239,35167.168,28160.929,0.0,35167.168,15754.12,5520.996,111167.62405633926,21275.116,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.04846049236258715
130,0.6561827659606934,7,9,2,250,250,1000,1,1,17,7006.239,31966.96,24960.721,0.0,31966.96,14609.992,3512.996,94373.54803156853,18122.988,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.14853483646130952
132,0.6050519943237305,7,11,2,250,250,1000,1,1,16,7006.239,32563.08,25556.841,0.0,32563.08,13729.992,4014.996,103769.11603713036,17744.988,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.027155265875411474
131,0.78652024269104,7,10,2,250,250,1000,1,1,21,7006.239,38972.136,31965.897,0.0,38972.136,18864.008,5020.0,116335.31206035614,23884.008,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,0.09982769740760422
126,1.153003454208374,7,5,2,250,250,1000,1,1,31,7006.239,51249.016,44242.777,0.0,51249.016,26144.136,7028.0,156511.4320845604,33172.136,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,0.1410922986629919
6
129,0.9807853698730469,7,8,2,250,250,1000,1,1,25,7006.239,44491.16,37484.921,0.0,44491.16,22394.184,6022.996,141633.1800620556,28417.18,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.18879422885710503
134,0.5359475612640381,7,13,2,250,250,1000,1,1,14,7006.239,28228.624,21222.385,0.0,28228.624,11744.0,2510.0,103603.67202997208,14254.0,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.07084468664850137
133,0.7903618812561035,7,12,2,250,250,1000,1,1,22,7006.239,46061.024,39054.785,0.0,46061.024,19712.088,7028.0,148927.1880877018,26740.088,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.006182658741239868
137,0.4727919101715088,7,16,2,250,250,1000,1,1,13,7006.239,29396.84,22390.601,0.0,29396.84,10680.2,4518.0,111359.61205649376,15198.2,0.6931471805599454%,49.6%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.008230820369008279
139,0.45177793502807617,7,18,2,250,250,1000,1,1,12,7006.239,24684.312,17678.073,0.0,24684.312,8880.184,2510.0,83651.60403084755,11390.184,0.6931471805599454%,49.2%,0%,0.0%,100.0%,0.6931471805599454%,49.2%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,0.006367282095008978
136,0.6902370452880859,7,15,2,250,250,1000,1,1,19,7006.239,31704.192,24697.953,0.0,31704.192,16504.0,3012.0,102154.9720389843,19516.0,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,51.6%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,0.1337857489093553
142,0.5018289089202881,8,1,2,250,250,1000,1,1,13,7006.239,29759.224,22752.985,0.0,29759.224,12041.992,3010.996,111210.14802384377,15052.988,0.6931471805599454%,55.2%,0%,0.0%,100.0%,0.6931471805599454%,55.6%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.038015941108829915
138,0.6853487491607666,7,17,2,250,250,1000,1,1,18,7006.239,32448.72,25442.481,0.0,32448.72,15752.0,3514.0,112882.70004248619,19266.0,0.6931471805599454%,58.0%,0%,0.0%,100.0%,0.6931471805599454%,46.4%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.03453529710512951
143,0.520005464553833,8,2,2,250,250,1000,1,1,13,7006.239,24296.224,17289.985,0.0,24296.224,10736.28,2008.0,81942.07602477074,12744.28,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,48.4%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.09163905651079685
141,0.5550134181976318,8,0,2,250,250,1000,1,1,15,7006.239,28896.68,21890.441,0.0,28896.68,12288.152,5020.0,97992.98406457901,17308.152,0.6931471805599454%,51.6%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.13397247259093215
145,0.43186092376708984,8,4,2,250,250,1000,1,1,12,7006.239,24324.304,17318.065,0.0,24324.304,9920.0,1506.0,90752.41202044487,11426.0,0.6931471805599454%,42.8%,0%,0.0%,100.0%,0.6931471805599454%,52.0%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.11612903225806452
144,0.6732349395751953,8,3,2,250,250,1000,1,1,18,7006.239,34308.664,27302.425,0.0,34308.664,15848.008,5020.0,107635.08006334305,20868.008,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,51.2%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,0.005158608095235396
140,0.7882611751556396,7,19,2,250,250,1000,1,1,20,7006.239,31452.12,24445.881,0.0,31452.12,17336.0,3012.0,94297.14003682137,20348.0,0.6931471805599454%,52.8%,0%,0.0%,100.0%,0.6931471805599454%,50.0%,0%,0.0%,100.0%,zeros,local-global,2.017756302521008,1,1.517509374001422,0.002,3,-0.13474850023073373
147,0.662283182144165,8,6,2,250,250,1000,1,1,18,7006.239,33751.384,26745.145,0.0,33751.384,15522.112,6524.996,94778.7000682354,22047.108,0.6931471805599454%,46.4%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,0.13372623882493195
148,0.6632413864135742,8,7,2,250,250,1000,1,1,18,7006.239,35167.168,28160.929,0.0,35167.168,15754.12,5520.996,111167.62405633926,21275.116,0.6931471805599454%,48.8%,0%,0.0%,100.0%,0.6931471805599454%,46.8%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.04846049236258715
150,0.6393206119537354,8,9,2,250,250,1000,1,1,17,7006.239,31966.96,24960.721,0.0,31966.96,14609.992,3512.996,94373.54803156853,18122.988,0.6931471805599454%,54.0%,0%,0.0%,100.0%,0.6931471805599454%,58.0%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.14853483646130952
152,0.599311113357544,8,11,2,250,250,1000,1,1,16,7006.239,32563.08,25556.841,0.0,32563.08,13729.992,4014.996,103769.11603713036,17744.988,0.6931471805599454%,48.4%,0%,0.0%,100.0%,0.6931471805599454%,50.4%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.027155265875411474
151,0.7735695838928223,8,10,2,250,250,1000,1,1,21,7006.239,38972.136,31965.897,0.0,38972.136,18864.008,5020.0,116335.31206035614,23884.008,0.6931471805599454%,53.2%,0%,0.0%,100.0%,0.6931471805599454%,49.6%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,0.09982769740760422
154,0.5593760013580322,8,13,2,250,250,1000,1,1,14,7006.239,28228.624,21222.385,0.0,28228.624,11744.0,2510.0,103603.67202997208,14254.0,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,50.8%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.07084468664850137
149,0.9259436130523682,8,8,2,250,250,1000,1,1,25,7006.239,44491.16,37484.921,0.0,44491.16,22394.184,6022.996,141633.1800620556,28417.18,0.6931471805599454%,52.0%,0%,0.0%,100.0%,0.6931471805599454%,45.6%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.18879422885710503
155,0.4481222629547119,8,14,2,250,250,1000,1,1,12,7006.239,23275.128,16268.889,0.0,23275.128,9857.992,2006.996,92190.9960129261,11864.988,0.6931471805599454%,47.2%,0%,0.0%,100.0%,0.6931471805599454%,52.4%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.2605979391682306
146,1.1995491981506348,8,5,2,250,250,1000,1,1,31,7006.239,51249.016,44242.777,0.0,51249.016,26144.136,7028.0,156511.4320845604,33172.136,0.6931471805599454%,48.0%,0%,0.0%,100.0%,0.6931471805599454%,45.2%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,0.1410922986629919
153,0.8438520431518555,8,12,2,250,250,1000,1,1,22,7006.239,46061.024,39054.785,0.0,46061.024,19712.088,7028.0,148927.1880877018,26740.088,0.6931471805599454%,50.0%,0%,0.0%,100.0%,0.6931471805599454%,54.0%,0%,0.0%,100.0%,zeros,local-global,2.3538823529411763,1,1.517509374001422,0.002,3,-0.006182658741239868
