,time_elapsed,simulationTypeNumber,seed,learning_rate,n_pattern,n_pattern_features,max_epochs,energy_exponent,preset_simulation,Learning was complete at epoch #,Theoretical: random-walk efficiency,Simulated:  efficiency (m_perc/m_min),Simulated-Theoretical efficiency difference,Theoretical: minimum energy for learning,Simulated: energy actually used by learning,Simulated-Theoretical min difference for learning,Energy expended by simulations for consolidations,Energy expended by simulations for maintenance,Energy expended total,(seen) NLL,(seen) Accuracy,(seen) Precision,(seen) Sensitivity,(seen) Specificity,(unseen) NLL,(unseen) Accuracy,(unseen) Precision,(unseen) Sensitivity,(unseen) Specificity
2053,20.443761110305786,411,2,0.1,1643,1000,10000,1,1,62,330645.842,884.093,-329761.749,2105.3,1861280.5,1859175.2,59336.0,10097487.95,10156823.95,0.8220870070556543%,49.117%,49.117%,100.0%,0.0%,0.8007845116204748%,51.248%,51.248%,100.0%,0.0%
2051,28.708839654922485,411,0,0.1,1643,1000,10000,1,1,91,330645.842,1010.584,-329635.258,2676.5,2704828.7,2702152.2,88443.0,17772113.95,17860556.95,0.8324339334098844%,48.083%,48.083%,100.0%,0.0%,0.7977412979868777%,51.552%,51.552%,100.0%,0.0%
2048,39.067160844802856,410,2,0.1,1640,1000,10000,1,1,127,326992.813,10523.42,-316469.393,357.2,3758965.8,3758608.6,124820.0,28287462.3,28412282.3,0.7986275411767593%,51.463%,51.463%,100.0%,0.0%,0.8205787606889544%,49.268%,49.268%,100.0%,0.0%
2047,43.34651851654053,410,1,0.1,1640,1000,10000,1,1,143,326992.813,4927.483,-322065.33,719.5,3545323.7,3544604.2,123272.0,32320654.15,32443926.15,0.8272860777621251%,48.598%,48.598%,100.0%,0.0%,0.8236275411767593%,48.963%,48.963%,100.0%,0.0%
2050,40.099583864212036,410,4,0.1,1640,1000,10000,1,1,131,326992.813,2036.523,-324956.29,1016.4,2069922.2,2068905.8,79480.0,23974879.05,24054359.05,0.8346031509328569%,47.866%,47.866%,100.0%,0.0%,0.8157007119084666%,49.756%,49.756%,100.0%,0.0%
2049,42.8700008392334,410,3,0.1,1640,1000,10000,1,1,138,326992.813,4325.703,-322667.11,888.5,3843387.5,3842499.0,135684.0,30664500.25,30800184.25,0.8144811997133447%,49.878%,49.878%,100.0%,0.0%,0.8071641265426129%,50.61%,50.61%,100.0%,0.0%
2054,36.83497595787048,411,3,0.1,1643,1000,10000,1,1,118,330645.842,1269.987,-329375.855,2679.7,3403184.7,3400505.0,114749.0,25948433.15,26063182.15,0.7995672261670359%,51.369%,51.369%,100.0%,0.0%,0.8068709388876689%,50.639%,50.639%,100.0%,0.0%
2052,51.29400444030762,411,1,0.1,1643,1000,10000,1,1,164,330645.842,2181.776,-328464.066,1857.0,4051558.4,4049701.4,143728.0,39050905.5,39194633.5,0.8226956497823738%,49.057%,49.057%,100.0%,0.0%,0.8093055097945466%,50.396%,50.396%,100.0%,0.0%
2056,35.322957277297974,412,0,0.1,1647,1000,10000,1,1,112,335614.433,32972.735,-302641.698,97.2,3204949.8,3204852.6,109791.0,23607181.95,23716972.95,0.8129581052474274%,50.03%,50.03%,100.0%,0.0%,0.824494231537652%,48.877%,48.877%,100.0%,0.0%
2059,29.861161708831787,412,3,0.1,1647,1000,10000,1,1,94,335614.433,1894.904,-333719.529,1421.6,2693796.2,2692374.6,91266.0,17722780.85,17814046.85,0.8099222825394735%,50.334%,50.334%,100.0%,0.0%,0.8172082570385628%,49.605%,49.605%,100.0%,0.0%
2055,39.60496687889099,411,4,0.1,1643,1000,10000,1,1,126,330645.842,819.771,-329826.071,3278.4,2687536.6,2684258.2,96432.0,25754367.95,25850799.95,0.8360857897702009%,47.718%,47.718%,100.0%,0.0%,0.8093055097945466%,50.396%,50.396%,100.0%,0.0%
2058,35.486387968063354,412,2,0.1,1647,1000,10000,1,1,114,335614.433,4203.49,-331410.943,716.2,3010539.4,3009823.2,102655.0,24016779.1,24119434.1,0.8257085606208335%,48.755%,48.755%,100.0%,0.0%,0.8050649662067474%,50.82%,50.82%,100.0%,0.0%
2061,32.40875768661499,413,0,0.1,1651,1000,10000,1,1,102,340698.42,2608.394,-338090.026,1072.5,2797503.1,2796430.6,91451.0,20877275.45,20968726.45,0.7996335833389375%,51.363%,51.363%,100.0%,0.0%,0.8299182592929049%,48.334%,48.334%,100.0%,0.0%
2060,34.84721493721008,412,4,0.1,1647,1000,10000,1,1,111,335614.433,1824.358,-333790.075,1816.8,3314492.8,3312676.0,108691.0,24520121.5,24628812.5,0.7947431689997042%,51.852%,51.852%,100.0%,0.0%,0.8251013960792428%,48.816%,48.816%,100.0%,0.0%
2057,46.86427688598633,412,1,0.1,1647,1000,10000,1,1,153,335614.433,95700.902,-239913.531,34.8,3330391.4,3330356.6,115242.0,36730141.9,36845383.9,0.8153867634137905%,49.787%,49.787%,100.0%,0.0%,0.7996004853324304%,51.366%,51.366%,100.0%,0.0%
2062,30.561212062835693,413,1,0.1,1651,1000,10000,1,1,98,340698.42,3487.686,-337210.734,874.3,3049283.7,3048409.4,97056.0,20503317.1,20600373.1,0.8293125657738255%,48.395%,48.395%,100.0%,0.0%,0.8226499370639527%,49.061%,49.061%,100.0%,0.0%
2065,23.657773971557617,413,4,0.1,1651,1000,10000,1,1,74,340698.42,1538.71,-339159.71,1369.2,2106802.4,2105433.2,70801.0,12653674.35,12724475.35,0.8153816148350006%,49.788%,49.788%,100.0%,0.0%,0.8050848250106517%,50.818%,50.818%,100.0%,0.0%
2063,31.582515001296997,413,2,0.1,1651,1000,10000,1,1,100,340698.42,1732.475,-338965.945,1671.1,2895139.7,2893468.6,97957.0,19918775.85,20016732.85,0.8081132926060484%,50.515%,50.515%,100.0%,0.0%,0.819621469468556%,49.364%,49.364%,100.0%,0.0%
2067,23.411826848983765,414,1,0.1,1655,1000,10000,1,1,74,345901.813,510.888,-345390.925,2974.8,1519790.8,1516816.0,54198.0,12023264.25,12077462.25,0.8341076089683739%,47.915%,47.915%,100.0%,0.0%,0.8032918989985853%,50.997%,50.997%,100.0%,0.0%
2064,35.77082324028015,413,3,0.1,1651,1000,10000,1,1,111,340698.42,9878.124,-330820.296,307.4,3036535.4,3036228.0,102149.0,23258608.25,23360757.25,0.8190157759494766%,49.425%,49.425%,100.0%,0.0%,0.8256784046593494%,48.758%,48.758%,100.0%,0.0%
2068,37.6678671836853,414,2,0.1,1655,1000,10000,1,1,118,345901.813,2044.032,-343857.781,1254.8,2564850.8,2563596.0,91789.0,24347712.45,24439501.45,0.8153764911436004%,49.789%,49.789%,100.0%,0.0%,0.8407541346481322%,47.251%,47.251%,100.0%,0.0%
2070,32.813897371292114,414,4,0.1,1655,1000,10000,1,1,104,345901.813,4382.482,-341519.331,704.9,3089211.7,3088506.8,101780.0,21950495.95,22052275.95,0.8292737721103678%,48.399%,48.399%,100.0%,0.0%,0.8244399352523618%,48.882%,48.882%,100.0%,0.0%
2071,30.2626314163208,415,0,0.1,1659,1000,10000,1,1,95,351228.813,2982.268,-348246.545,969.2,2890414.0,2889444.8,93664.0,18761211.05,18854875.05,0.817782483178259%,49.548%,49.548%,100.0%,0.0%,0.8051242553301576%,50.814%,50.814%,100.0%,0.0%
2069,44.771445751190186,414,3,0.1,1655,1000,10000,1,1,145,345901.813,39303.775,-306598.038,106.8,4197643.2,4197536.4,143339.0,34102317.4,34245656.4,0.8159807207508513%,49.728%,49.728%,100.0%,0.0%,0.8196060983943557%,49.366%,49.366%,100.0%,0.0%
2074,26.406587839126587,415,3,0.1,1659,1000,10000,1,1,83,351228.813,1945.775,-349283.038,1266.9,2465102.5,2463835.6,81122.0,15673779.6,15754901.6,0.8171797104235875%,49.608%,49.608%,100.0%,0.0%,0.8213991197062879%,49.186%,49.186%,100.0%,0.0%
2066,55.359816551208496,414,0,0.1,1655,1000,10000,1,1,176,345901.813,1173.756,-344728.057,2420.4,2840958.6,2838538.2,111763.0,36762711.1,36874474.1,0.8431710530771352%,47.009%,47.009%,100.0%,0.0%,0.826252624074114%,48.701%,48.701%,100.0%,0.0%
2072,39.10918712615967,415,1,0.1,1659,1000,10000,1,1,125,351228.813,100053.735,-251175.078,34.0,3401827.0,3401793.0,117549.0,27586679.8,27704228.8,0.8039187098208147%,50.934%,50.934%,100.0%,0.0%,0.810549210122201%,50.271%,50.271%,100.0%,0.0%
2073,51.84300708770752,415,2,0.1,1659,1000,10000,1,1,162,351228.813,4995.149,-346233.664,793.0,3961153.0,3960360.0,132070.0,40306824.8,40438894.8,0.8015076188021287%,51.175%,51.175%,100.0%,0.0%,0.7996993005381142%,51.356%,51.356%,100.0%,0.0%
2075,45.67477488517761,415,4,0.1,1659,1000,10000,1,1,141,351228.813,1358.351,-349870.462,3125.3,4245253.7,4242128.4,139230.0,32496222.75,32635452.75,0.7972882095194284%,51.597%,51.597%,100.0%,0.0%,0.8171797104235875%,49.608%,49.608%,100.0%,0.0%
2078,37.43457245826721,416,2,0.1,1663,1000,10000,1,1,116,356683.82,822.129,-355861.691,4060.5,3338255.1,3334194.6,113748.0,24425999.95,24539747.95,0.7925160471093231%,52.075%,52.075%,100.0%,0.0%,0.7997319220341578%,51.353%,51.353%,100.0%,0.0%
2080,33.263214111328125,416,4,0.1,1663,1000,10000,1,1,103,356683.82,1520.616,-355163.204,2070.4,3148282.8,3146212.4,101380.0,21922923.95,22024303.95,0.8171702864358414%,49.609%,49.609%,100.0%,0.0%,0.8364126195687338%,47.685%,47.685%,100.0%,0.0%
2079,34.09534573554993,416,3,0.1,1663,1000,10000,1,1,106,356683.82,3090.883,-353592.937,1004.3,3104173.3,3103169.0,102898.0,22550524.3,22653422.3,0.7828948805428769%,53.037%,53.037%,100.0%,0.0%,0.8225821926294675%,49.068%,49.068%,100.0%,0.0%
2077,42.014214754104614,416,1,0.1,1663,1000,10000,1,1,131,356683.82,2038.25,-354645.57,1917.6,3908548.6,3906631.0,129579.0,29577597.35,29707176.35,0.8069477969589924%,50.631%,50.631%,100.0%,0.0%,0.8075491198693953%,50.571%,50.571%,100.0%,0.0%
2076,56.57190990447998,416,0,0.1,1663,1000,10000,1,1,176,356683.82,1378.742,-355305.078,3597.9,4960576.7,4956978.8,173972.0,44571182.8,44745154.8,0.8135623489734242%,49.97%,49.97%,100.0%,0.0%,0.8117583802422155%,50.15%,50.15%,100.0%,0.0%
2084,25.007030248641968,417,3,0.1,1667,1000,10000,1,1,77,362271.444,11826.438,-350445.006,196.2,2320347.2,2320151.0,75674.0,14283110.9,14358784.9,0.8045634271702923%,50.87%,50.87%,100.0%,0.0%,0.8327577882980667%,48.05%,48.05%,100.0%,0.0%
2081,50.66281580924988,417,0,0.1,1667,1000,10000,1,1,157,362271.444,1843.401,-360428.043,2153.1,3969027.7,3966874.6,138620.0,36778005.6,36916625.6,0.7913660666423978%,52.19%,52.19%,100.0%,0.0%,0.8273588680821099%,48.59%,48.59%,100.0%,0.0%
2087,28.544267177581787,418,1,0.1,1671,1000,10000,1,1,89,367996.521,2786.82,-365209.701,946.4,2637446.8,2636500.4,87341.0,16930653.0,17017994.0,0.8183484619048175%,49.491%,49.491%,100.0%,0.0%,0.8177500178593358%,49.551%,49.551%,100.0%,0.0%
2082,55.03141689300537,417,1,0.1,1667,1000,10000,1,1,173,362271.444,560.4,-361711.044,5053.2,2831813.8,2826760.6,110036.0,37074446.7,37184482.7,0.8099623473862491%,50.33%,50.33%,100.0%,0.0%,0.7925658266903882%,52.07%,52.07%,100.0%,0.0%
2086,30.654106616973877,418,0,0.1,1671,1000,10000,1,1,96,367996.521,810.006,-367186.515,3474.6,2814447.6,2810973.0,93883.0,19139042.9,19232925.9,0.8135609095409635%,49.97%,49.97%,100.0%,0.0%,0.826726678541562%,48.654%,48.654%,100.0%,0.0%
2083,45.24421763420105,417,2,0.1,1667,1000,10000,1,1,141,362271.444,2196.792,-360074.652,1924.5,4227726.5,4225802.0,139185.0,32267520.2,32406705.2,0.7991645069543355%,51.41%,51.41%,100.0%,0.0%,0.8141615075542155%,49.91%,49.91%,100.0%,0.0%
2088,33.06907057762146,418,2,0.1,1671,1000,10000,1,1,103,367996.521,1700.31,-366296.211,1410.3,2397947.5,2396537.2,82837.0,20078895.5,20161732.5,0.7818433751304309%,53.142%,53.142%,100.0%,0.0%,0.8165531297683722%,49.671%,49.671%,100.0%,0.0%
2085,40.84397220611572,417,4,0.1,1667,1000,10000,1,1,129,362271.444,1405.095,-360866.349,1980.3,2782509.1,2780528.8,98380.0,26640606.95,26738986.95,0.7955652268103642%,51.77%,51.77%,100.0%,0.0%,0.8051633071942875%,50.81%,50.81%,100.0%,0.0%
2090,25.260751962661743,418,4,0.1,1671,1000,10000,1,1,77,367996.521,388.909,-367607.612,5355.3,2082724.9,2077369.6,70110.0,13673015.15,13743125.15,0.7974029203129563%,51.586%,51.586%,100.0%,0.0%,0.8093718012225913%,50.389%,50.389%,100.0%,0.0%
2089,31.76211905479431,418,3,0.1,1671,1000,10000,1,1,96,367996.521,4127.402,-363869.119,669.0,2761231.8,2760562.8,93074.0,18521198.45,18614272.45,0.8171515738138541%,49.611%,49.611%,100.0%,0.0%,0.7974029203129563%,51.586%,51.586%,100.0%,0.0%
2095,36.24734902381897,419,4,0.1,1675,1000,10000,1,1,113,373864.124,3558.412,-370305.712,730.7,2600131.3,2599400.6,90629.0,23360635.3,23451264.3,0.8141572099062825%,49.91%,49.91%,100.0%,0.0%,0.8052019860256855%,50.806%,50.806%,100.0%,0.0%
2096,36.38861393928528,420,0,0.1,1678,1000,10000,1,1,114,378361.553,5091.398,-373270.155,679.8,3461132.4,3460452.6,111790.0,25468664.85,25580454.85,0.822200900867448%,49.106%,49.106%,100.0%,0.0%,0.822796848424063%,49.046%,49.046%,100.0%,0.0%
2094,43.54780197143555,419,3,0.1,1675,1000,10000,1,1,135,373864.124,9961.307,-363902.817,395.9,3943681.5,3943285.6,132892.0,30021518.65,30154410.65,0.8195303442346407%,49.373%,49.373%,100.0%,0.0%,0.8290825830406108%,48.418%,48.418%,100.0%,0.0%
2093,50.045849084854126,419,2,0.1,1675,1000,10000,1,1,160,373864.124,4124.417,-369739.707,978.1,4034092.5,4033114.4,135315.0,38531212.7,38666527.7,0.8189333293092675%,49.433%,49.433%,100.0%,0.0%,0.82132138901076%,49.194%,49.194%,100.0%,0.0%
2098,37.778419971466064,420,2,0.1,1678,1000,10000,1,1,117,378361.553,3608.894,-374752.659,960.8,3467425.6,3466464.8,115227.0,24812100.55,24927327.55,0.823392795980678%,48.987%,48.987%,100.0%,0.0%,0.8126657399616077%,50.06%,50.06%,100.0%,0.0%
2099,36.72035050392151,420,3,0.1,1678,1000,10000,1,1,112,378361.553,1835.84,-376525.713,1836.6,3371703.8,3369867.2,108875.0,23897206.15,24006081.15,0.8126657399616077%,50.06%,50.06%,100.0%,0.0%,0.8108778972917626%,50.238%,50.238%,100.0%,0.0%
2092,59.84288239479065,419,1,0.1,1675,1000,10000,1,1,190,373864.124,2557.744,-371306.38,1864.4,4768658.4,4766794.0,165552.0,50206200.05,50371752.05,0.82132138901076%,49.194%,49.194%,100.0%,0.0%,0.8290825830406108%,48.418%,48.418%,100.0%,0.0%
2100,26.5202739238739,420,4,0.1,1678,1000,10000,1,1,81,378361.553,686.48,-377675.073,3590.8,2465013.2,2461422.4,79682.0,14727632.5,14807314.5,0.8096860021785326%,50.358%,50.358%,100.0%,0.0%,0.8162414253012978%,49.702%,49.702%,100.0%,0.0%
2097,69.63230395317078,420,1,0.1,1678,1000,10000,1,1,222,378361.553,2451.974,-375909.579,2477.6,6075011.6,6072534.0,210235.0,60185688.55,60395923.55,0.8108778972917626%,50.238%,50.238%,100.0%,0.0%,0.8114738448483777%,50.179%,50.179%,100.0%,0.0%
2101,40.7953245639801,421,0,0.1,1682,1000,10000,1,1,129,384491.553,1234.28,-383257.273,3159.3,3899461.1,3896301.8,125516.0,29040713.3,29166229.3,0.7936421869236925%,51.962%,51.962%,100.0%,0.0%,0.8108835662340373%,50.238%,50.238%,100.0%,0.0%
2091,93.08421182632446,419,0,0.1,1675,1000,10000,1,1,295,373864.124,4850.081,-369014.043,1414.9,6862380.3,6860965.4,249108.0,92950832.25,93199940.25,0.8207243740853869%,49.254%,49.254%,100.0%,0.0%,0.812366165130163%,50.09%,50.09%,100.0%,0.0%
2104,43.726784229278564,421,3,0.1,1682,1000,10000,1,1,136,384491.553,2811.32,-381680.233,1342.9,3775322.1,3773979.2,123892.0,31542208.4,31666100.4,0.810289035912991%,50.297%,50.297%,100.0%,0.0%,0.8061273236656663%,50.713%,50.713%,100.0%,0.0%
2107,28.279452562332153,422,1,0.1,1686,1000,10000,1,1,86,390779.384,2889.385,-387889.999,744.0,2149702.8,2148958.8,71767.0,15701025.5,15772792.5,0.8031786507447946%,51.008%,51.008%,100.0%,0.0%,0.8126685677080211%,50.059%,50.059%,100.0%,0.0%
2105,40.90046977996826,421,4,0.1,1682,1000,10000,1,1,126,384491.553,1401.409,-383090.144,2279.1,3193951.1,3191672.0,109967.0,27411399.5,27521366.5,0.7995874901341562%,51.367%,51.367%,100.0%,0.0%,0.8096945055919446%,50.357%,50.357%,100.0%,0.0%
2103,52.812989234924316,421,2,0.1,1682,1000,10000,1,1,169,384491.553,1775.237,-382716.316,2149.4,3815694.4,3813545.0,139647.0,41527784.65,41667431.65,0.8346647790758923%,47.86%,47.86%,100.0%,0.0%,0.8239632332970576%,48.93%,48.93%,100.0%,0.0%
2108,37.0498366355896,422,2,0.1,1686,1000,10000,1,1,118,390779.384,1266.658,-389512.726,1878.7,2379670.3,2377791.6,85661.0,24152152.85,24237813.85,0.8132616875182228%,50.0%,50.0%,100.0%,0.0%,0.8085167290366095%,50.474%,50.474%,100.0%,0.0%
2102,74.47515988349915,421,1,0.1,1682,1000,10000,1,1,241,384491.553,5879.387,-378612.166,1220.7,7176968.1,7175747.4,240056.0,77022025.4,77262081.4,0.7894804746763678%,52.378%,52.378%,100.0%,0.0%,0.7995874901341562%,51.367%,51.367%,100.0%,0.0%
2106,62.85818934440613,422,0,0.1,1686,1000,10000,1,1,198,390779.384,51757.727,-339021.657,114.5,5926259.7,5926145.2,194284.0,58243555.25,58437839.25,0.8310552818242726%,48.221%,48.221%,100.0%,0.0%,0.8061442497958029%,50.712%,50.712%,100.0%,0.0%
2109,41.36675500869751,422,3,0.1,1686,1000,10000,1,1,133,390779.384,1108.13,-389671.254,3506.6,3885769.0,3882262.4,130802.0,29198511.75,29329313.75,0.819786005430441%,49.348%,49.348%,100.0%,0.0%,0.8245309639120544%,48.873%,48.873%,100.0%,0.0%
2113,39.66009211540222,423,2,0.1,1690,1000,10000,1,1,120,397231.152,1242.416,-395988.736,2790.0,3466341.4,3463551.4,117420.0,25685524.25,25802944.25,0.7955102082282819%,51.775%,51.775%,100.0%,0.0%,0.8174036993525423%,49.586%,49.586%,100.0%,0.0%
2110,53.065845012664795,422,4,0.1,1686,1000,10000,1,1,165,390779.384,2678.296,-388101.088,1443.3,3865584.7,3864141.4,142702.0,38219177.7,38361879.7,0.8079236092264078%,50.534%,50.534%,100.0%,0.0%,0.8185997658100377%,49.466%,49.466%,100.0%,0.0%
2112,42.334969997406006,423,1,0.1,1690,1000,10000,1,1,131,397231.152,2392.817,-394838.335,1567.9,3751698.5,3750130.6,127495.0,28578847.15,28706342.15,0.8079362437312405%,50.533%,50.533%,100.0%,0.0%,0.8049776638495837%,50.828%,50.828%,100.0%,0.0%
2111,45.16946792602539,423,0,0.1,1690,1000,10000,1,1,140,397231.152,1120.069,-396111.083,2999.1,3359197.9,3356198.8,115643.0,31202315.65,31317958.65,0.8073445277549092%,50.592%,50.592%,100.0%,0.0%,0.8262794389975127%,48.698%,48.698%,100.0%,0.0%
2118,41.63218641281128,424,2,0.1,1694,1000,10000,1,1,131,403853.284,626.509,-403226.775,6041.3,3784930.1,3778888.8,126070.0,30354918.7,30480988.7,0.7990940369869358%,51.417%,51.417%,100.0%,0.0%,0.8197551940117292%,49.351%,49.351%,100.0%,0.0%
2115,48.11818504333496,423,4,0.1,1690,1000,10000,1,1,150,397231.152,1554.716,-395676.436,2251.3,3500133.1,3497881.8,121926.0,34078311.95,34200237.95,0.7824924567489919%,53.077%,53.077%,100.0%,0.0%,0.8209539952105305%,49.231%,49.231%,100.0%,0.0%
2120,34.59945011138916,424,4,0.1,1694,1000,10000,1,1,106,403853.284,3252.157,-400601.127,971.3,3158819.7,3157848.4,103860.0,22735575.75,22839435.75,0.808539137341127%,50.472%,50.472%,100.0%,0.0%,0.8144423250624966%,49.882%,49.882%,100.0%,0.0%
2119,52.31564807891846,424,3,0.1,1694,1000,10000,1,1,164,403853.284,6480.496,-397372.788,518.2,3358193.0,3357674.8,120579.0,38777240.45,38897819.45,0.8114907312018118%,50.177%,50.177%,100.0%,0.0%,0.8132616875182227%,50.0%,50.0%,100.0%,0.0%
2116,71.83377146720886,424,0,0.1,1694,1000,10000,1,1,230,403853.284,16985.441,-386867.843,294.9,5009006.5,5008711.6,180864.0,63675785.5,63856649.5,0.8262487005052357%,48.701%,48.701%,100.0%,0.0%,0.8421873073529335%,47.107%,47.107%,100.0%,0.0%
2117,69.72252988815308,424,1,0.1,1694,1000,10000,1,1,224,403853.284,7412.994,-396440.29,848.7,6291407.9,6290559.2,212845.0,62403537.5,62616382.5,0.8126713687460857%,50.059%,50.059%,100.0%,0.0%,0.8268390192773727%,48.642%,48.642%,100.0%,0.0%
2124,25.86888599395752,425,3,0.1,1698,1000,10000,1,1,80,410652.548,8619.385,-402033.163,277.0,2387569.6,2387292.6,78334.0,15519316.2,15597650.2,0.8156174001212851%,49.764%,49.764%,100.0%,0.0%,0.8085502623120978%,50.471%,50.471%,100.0%,0.0%
2114,95.12834167480469,423,3,0.1,1690,1000,10000,1,1,308,397231.152,2844.034,-394387.118,2766.0,7866598.4,7863832.4,272857.0,101933702.55,102206559.55,0.8085279597075719%,50.473%,50.473%,100.0%,0.0%,0.8174036993525423%,49.586%,49.586%,100.0%,0.0%
2125,28.99918818473816,425,4,0.1,1698,1000,10000,1,1,88,410652.548,2590.374,-408062.174,967.6,2506445.6,2505478.0,85543.0,16148662.85,16234205.85,0.8209177534781755%,49.234%,49.234%,100.0%,0.0%,0.8197398971766443%,49.352%,49.352%,100.0%,0.0%
2121,69.26636171340942,425,0,0.1,1698,1000,10000,1,1,215,410652.548,5855.845,-404796.703,1109.3,6495888.9,6494779.6,213437.0,62366376.7,62579813.7,0.8014831245029105%,51.178%,51.178%,100.0%,0.0%,0.7779259984722863%,53.534%,53.534%,100.0%,0.0%
2122,77.60239815711975,425,1,0.1,1698,1000,10000,1,1,240,410652.548,11912.852,-398739.696,578.4,6890393.4,6889815.0,232891.0,73544103.25,73776994.25,0.8303406038904253%,48.292%,48.292%,100.0%,0.0%,0.8226845379304724%,49.058%,49.058%,100.0%,0.0%
2123,52.782899618148804,425,2,0.1,1698,1000,10000,1,1,167,410652.548,2624.275,-408028.273,1620.6,4252900.4,4251279.8,146415.0,41238090.3,41384505.3,0.8244513223827692%,48.881%,48.881%,100.0%,0.0%,0.8073724060105666%,50.589%,50.589%,100.0%,0.0%
2126,42.219176054000854,426,0,0.1,1702,1000,10000,1,1,125,417636.075,2024.914,-415611.161,1837.7,3721185.3,3719347.6,122138.0,28852706.85,28974844.85,0.8208997603736868%,49.236%,49.236%,100.0%,0.0%,0.7991606299389041%,51.41%,51.41%,100.0%,0.0%
2130,32.708195209503174,426,4,0.1,1702,1000,10000,1,1,98,417636.075,2534.735,-415101.34,1158.1,2935477.1,2934319.0,95758.0,19570155.9,19665913.9,0.8114990553208078%,50.176%,50.176%,100.0%,0.0%,0.8132616875182226%,50.0%,50.0%,100.0%,0.0%
2128,52.321122884750366,426,2,0.1,1702,1000,10000,1,1,162,417636.075,30886.67,-386749.405,155.6,4805965.8,4805810.2,160072.0,39783459.25,39943531.25,0.8232499366369065%,49.001%,49.001%,100.0%,0.0%,0.8238374807027115%,48.942%,48.942%,100.0%,0.0%
2127,58.505982398986816,426,1,0.1,1702,1000,10000,1,1,183,417636.075,1549.524,-416086.551,3426.5,5309444.5,5306018.0,179427.0,49095115.55,49274542.55,0.8132616875182226%,50.0%,50.0%,100.0%,0.0%,0.8003357180705141%,51.293%,51.293%,100.0%,0.0%
2132,44.462979793548584,427,1,0.1,1706,1000,10000,1,1,135,424811.384,2304.298,-422507.086,1735.7,3999569.7,3997834.0,132790.0,31963497.55,32096287.55,0.8115031881043892%,50.176%,50.176%,100.0%,0.0%,0.8238126840012239%,48.945%,48.945%,100.0%,0.0%
2129,60.38370418548584,426,3,0.1,1702,1000,10000,1,1,190,417636.075,1025.055,-416611.02,3022.4,3098125.8,3095103.4,124154.0,42558044.95,42682198.95,0.8314755535581756%,48.179%,48.179%,100.0%,0.0%,0.8267752010317362%,48.649%,48.649%,100.0%,0.0%
2133,47.31148433685303,427,2,0.1,1706,1000,10000,1,1,144,424811.384,7140.348,-417671.036,591.3,4222087.7,4221496.4,142055.0,34025883.8,34167938.8,0.8091585222192779%,50.41%,50.41%,100.0%,0.0%,0.7991936922075545%,51.407%,51.407%,100.0%,0.0%
2131,68.89277863502502,427,0,0.1,1706,1000,10000,1,1,215,424811.384,7090.218,-417721.166,873.7,6194723.5,6193849.8,212232.0,60375084.1,60587316.1,0.8144340204607784%,49.883%,49.883%,100.0%,0.0%,0.8032968575064994%,50.996%,50.996%,100.0%,0.0%
2135,44.83150362968445,427,4,0.1,1706,1000,10000,1,1,137,424811.384,3306.9,-421504.484,1240.8,4103201.4,4101960.6,135310.0,31802026.5,31937336.5,0.7904011951383868%,52.286%,52.286%,100.0%,0.0%,0.8044691904490551%,50.879%,50.879%,100.0%,0.0%
2134,60.07912611961365,427,3,0.1,1706,1000,10000,1,1,188,424811.384,1098.856,-423712.528,4672.3,5134183.5,5129511.2,175948.0,49386432.9,49562380.9,0.7904011951383868%,52.286%,52.286%,100.0%,0.0%,0.8109170216331113%,50.234%,50.234%,100.0%,0.0%
2138,37.52014112472534,428,2,0.1,1710,1000,10000,1,1,115,432186.408,429400.829,-2785.579,8.2,3521086.8,3521078.6,112320.0,25769415.75,25881735.75,0.810922506231673%,50.234%,50.234%,100.0%,0.0%,0.8313903424889829%,48.187%,48.187%,100.0%,0.0%
2140,37.38468289375305,428,4,0.1,1710,1000,10000,1,1,113,432186.408,13823.803,-418362.605,242.9,3357801.7,3357558.8,111246.0,23529853.45,23641099.45,0.8091681202667607%,50.409%,50.409%,100.0%,0.0%,0.8255423892726087%,48.772%,48.772%,100.0%,0.0%
2139,39.55348563194275,428,3,0.1,1710,1000,10000,1,1,123,432186.408,8018.063,-424168.345,460.5,3692317.9,3691857.4,121226.0,26966086.75,27087312.75,0.8220336173427841%,49.123%,49.123%,100.0%,0.0%,0.8033201670503864%,50.994%,50.994%,100.0%,0.0%
2137,52.29336190223694,428,1,0.1,1710,1000,10000,1,1,166,432186.408,1640.278,-430546.13,2692.8,4416941.8,4414249.0,151649.0,41029790.9,41181439.9,0.8039049623720239%,50.936%,50.936%,100.0%,0.0%,0.8226184126644215%,49.064%,49.064%,100.0%,0.0%
2142,41.60763359069824,429,1,0.1,1713,1000,10000,1,1,128,437853.761,6313.318,-431540.443,602.9,3806299.7,3805696.8,125560.0,30033309.3,30158869.3,0.8269803098182811%,48.628%,48.628%,100.0%,0.0%,0.8100509461288473%,50.321%,50.321%,100.0%,0.0%
2143,40.32528877258301,429,2,0.1,1713,1000,10000,1,1,121,437853.761,1156.716,-436697.045,2676.9,3096413.5,3093736.6,105302.0,26267874.95,26373176.95,0.7989592940564597%,51.43%,51.43%,100.0%,0.0%,0.7960404382479366%,51.722%,51.722%,100.0%,0.0%
